username,content,likes,retweets,replies
_TJRTrades,Dear sir how to cure the endless cycle,48,1,13
_TJRTrades,"I need a 
@scmedicinals
 fact check",71,2,17
_TJRTrades,Day off (I was stressed all day and was working on my phone),295,6,27
_TJRTrades,Yes https://x.com/Quanterty/stat/Quanterty/status/1885122660037743008…,34,2,19
_TJRTrades,I did the same,158,2,35
_TJRTrades,I lowkey want one the way people be posting these shits every damn day on the timeline,726,11,45
_TJRTrades,Yo so is this the top type shi,394,9,67
_TJRTrades,This is where we post the Trade Wars 1V1's if yall need to catch up,20,2,1
_TJRTrades,"Togi made 30k this morning by Fullporting btc two nights ago and getting hammered and waking up and closing. Some of you need to start taking notes. 
@ShaneStoffer",300,7,39
_TJRTrades,https://x.com/vibed333/statu/vibed333/status/1884066491454349823…,397,7,59
_TJRTrades,If that is good… this yes it is trim,71,3,18
_TJRTrades,"Trim means: dope, cool, drip, hard, fire 

Essentially if something looks good it’s trim. If something is good it’s trim. 

Trim=good",119,8,39
_TJRTrades,I have a doge named boogie,106,3,33
_TJRTrades,Oh my fucking god brooooooooooooo like can we talk about the political and economic state of the world right now,429,18,37
_TJRTrades,Are you being so deadass right now,99,5,18
_TJRTrades,Last time I did this was I burned at the stake. This time I burned 10% of the total supply of the coin,33,1,9
_TJRTrades,Okay understood no matter what you do twitter will hate you next time I will one clip,42,1,10
_TJRTrades,Something ain’t adding up,493,8,29
_TJRTrades,Is that me,699,26,45
_TJRTrades,SHEIN factory made a better gpt than USA workers,105,11,22
_TJRTrades,Tomorrow meme coin trading on stream after trade wars,228,10,46
_TJRTrades,"Name any other crypto/trading ONLY streamer that is in the top 200 let alone 1,000 in ranking I’ll wait",234,8,43
_TJRTrades,Hehehehehehehehhe,375,9,32
_TJRTrades,just signed up for abstracts creator program I wonder how many previously non personal brand ct people will be able to make a name for themselves off this should be cool to see,112,4,10
_TJRTrades,just kidding I will be streaming on abstract lol,69,1,4
_TJRTrades,How do I gain access to such a thing (he will be creating me a new business in the near future),69,3,25
_TJRTrades,Top is in when Uber drivers have memescope open. Last cycle top was just when they had TradingView this top will be memescope,242,8,23
_TJRTrades,What is deepseek,187,5,64
_TJRTrades,Need eth to bull run asap,346,11,14
_TJRTrades,Trim,123,5,39
_TJRTrades,Friggin packet,99,4,15
_TJRTrades,Duty free,98,2,26
_TJRTrades,Just sold every utility play I’m in except eth and hype (I’m in too deep lol) time to focus purely on meme and ai. Utility is gay,643,30,147
_TJRTrades,God fucking damnit if we ever see eth szn please be next week,330,9,46
_TJRTrades,Sell the watch and buy meme coins on memescope,271,6,21
_TJRTrades,Are you a tjr goon,436,8,64
_TJRTrades,I’m going to touch you,450,24,163
_TJRTrades,TIK TOK META,536,28,163
_TJRTrades,We are early,224,5,28
_TJRTrades,Tik tok meta is back,586,15,40
_TJRTrades,Holy fuck we are at the top,763,24,94
_TJRTrades,True,150,12,27
_TJRTrades,Dudes be like yeah I make 2 mil a month but it’s revenue and their profit margins are 10%,1800,39,112
_TJRTrades,That wallet is in Miami I won’t be in Miami for the next 2 months,53,1,18
_TJRTrades,STOP SENDING ME SHIT I DONT WANT IT,79,1,30
_TJRTrades,Remember when every person on CT was saying this bitch would go back up. Get in and GTFO market conditions on all coins.  pumpfun szn not alt szn,320,12,45
_TJRTrades,"Blasting longs into $built 

Tik tok narrative has been literally the only narrative that I have been able to consistently come due to me being chronically on the app this is going to be my edge for the rest of the bull",260,23,34
_TJRTrades,I just checked the chart yall are fucked lmaooo. Might have to cto this bitch for the culture,139,17,74
_TJRTrades,This might be bullish or extremely bearish cause I do not have a wallet with 50% of this shit so either someone is going to one clip or it’s in a old wallet of mine and 50% of supply is locked lmaoooo,93,2,18
_TJRTrades,We just need to cool off for the next rape,1100,104,91
_TJRTrades,Now this is something I can back. Someone make a dickriding coin I’ll ape,381,22,138
_TJRTrades,The one time I try and post something news related to crypto instead of memecoin bullshit I turn to a fed  I will never win,102,0,9
_TJRTrades,I’ve decided the only goal with crypto now is get in get tf out on low time frames this shit is a traders market not a holders market anymore,877,34,79
_TJRTrades,"do you think jennifer aniston calls barack obama:

obama?

or just barack?",72,4,14
_TJRTrades,Sui is now on phantom wallet super big for the chain. Would expect some big memes to start pulling through on Sui,512,12,49
_TJRTrades,Yeah the buildings in Austin are trim,116,4,29
_TJRTrades,Trim bro trim,300,11,42
_TJRTrades,"Whop HQ is the new entrepreneur strip club a bunch of grown ass men with ambitions and goals all being fueled and powered by an office in NYC. 
@WhopIO
 nothing else like it",135,1,12
_TJRTrades,Me,117,2,23
_TJRTrades,Had 10k viewers all watching two traders battle it out on market open today shit was so lit ROUND 2 is tomorrow stay tuned,407,9,41
_TJRTrades,LMFAOOOO ????,401000,22000,3500
_TJRTrades,1st round of trade wars starts today at 9 am est along with me live trading going to be insane.,115,9,34
_TJRTrades,Bro have you not seen the timeline is going fucking crazy,247,6,65
_TJRTrades,when have you ever watched an inauguration all in hopes to make millions… only in crypto,1100,48,34
_TJRTrades,No fucking way this is real right now,1200,17,124
_TJRTrades,I actually can’t believe that shit just happened,719,10,65
_TJRTrades,https://x.com/nav_p75/status/nav_p75/status/1881423428055716267…,191,3,28
_TJRTrades,traders waiting for trump to mention crypto,6100,545,100
_TJRTrades,Thank you $Melania for the dave n busters gift card in the back,998,31,30
_TJRTrades,Prolly made that shit look simple,264,3,12
